"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"GEO","Georgia",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"GEO","Georgia",2012,"MCV2","Measles-containing vaccine, 2nd dose",79
"DEU","Germany",2012,"MCV2","Measles-containing vaccine, 2nd dose",93
"DEU","Germany",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"GHA","Ghana",2012,"MCV2","Measles-containing vaccine, 2nd dose",52
"GHA","Ghana",2012,"MCV1","Measles-containing vaccine, 1st dose",88
"GRC","Greece",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"GRC","Greece",2012,"MCV2","Measles-containing vaccine, 2nd dose",83
"GRD","Grenada",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"GRD","Grenada",2012,"MCV2","Measles-containing vaccine, 2nd dose",75
"GTM","Guatemala",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"GTM","Guatemala",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GIN","Guinea",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GIN","Guinea",2012,"MCV1","Measles-containing vaccine, 1st dose",58
"GNB","Guinea-Bissau",2012,"MCV1","Measles-containing vaccine, 1st dose",81
"GNB","Guinea-Bissau",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GUY","Guyana",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"GUY","Guyana",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"HTI","Haiti",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HTI","Haiti",2012,"MCV1","Measles-containing vaccine, 1st dose",66
"HND","Honduras",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"HND","Honduras",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HUN","Hungary",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"HUN","Hungary",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",2012,"MCV1","Measles-containing vaccine, 1st dose",90
"ISL","Iceland",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"IND","India",2012,"MCV2","Measles-containing vaccine, 2nd dose",36
"IND","India",2012,"MCV1","Measles-containing vaccine, 1st dose",83
"IDN","Indonesia",2012,"MCV1","Measles-containing vaccine, 1st dose",82
"IDN","Indonesia",2012,"MCV2","Measles-containing vaccine, 2nd dose",78
"IRN","Iran (Islamic Republic of)",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"IRN","Iran (Islamic Republic of)",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"IRQ","Iraq",2012,"MCV1","Measles-containing vaccine, 1st dose",74
"IRQ","Iraq",2012,"MCV2","Measles-containing vaccine, 2nd dose",68
"IRL","Ireland",2012,"MCV1","Measles-containing vaccine, 1st dose",92
"IRL","Ireland",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ISR","Israel",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"ISR","Israel",2012,"MCV2","Measles-containing vaccine, 2nd dose",89
"ITA","Italy",2012,"MCV1","Measles-containing vaccine, 1st dose",90
"ITA","Italy",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"JAM","Jamaica",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"JAM","Jamaica",2012,"MCV2","Measles-containing vaccine, 2nd dose",76
"JPN","Japan",2012,"MCV2","Measles-containing vaccine, 2nd dose",92
"JPN","Japan",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"JOR","Jordan",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"JOR","Jordan",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"KAZ","Kazakhstan",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"KAZ","Kazakhstan",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"KEN","Kenya",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KEN","Kenya",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"KIR","Kiribati",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"KIR","Kiribati",2012,"MCV2","Measles-containing vaccine, 2nd dose",9
"KWT","Kuwait",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"KWT","Kuwait",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"KGZ","Kyrgyzstan",2012,"MCV2","Measles-containing vaccine, 2nd dose",98
"KGZ","Kyrgyzstan",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"LAO","Lao People's Democratic Republic",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LAO","Lao People's Democratic Republic",2012,"MCV1","Measles-containing vaccine, 1st dose",69
"LVA","Latvia",2012,"MCV1","Measles-containing vaccine, 1st dose",90
"LVA","Latvia",2012,"MCV2","Measles-containing vaccine, 2nd dose",92
"LBN","Lebanon",2012,"MCV1","Measles-containing vaccine, 1st dose",81
"LBN","Lebanon",2012,"MCV2","Measles-containing vaccine, 2nd dose",68
"LSO","Lesotho",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"LSO","Lesotho",2012,"MCV2","Measles-containing vaccine, 2nd dose",82
"LBR","Liberia",2012,"MCV1","Measles-containing vaccine, 1st dose",80
"LBR","Liberia",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LBY","Libya",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"LBY","Libya",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"LTU","Lithuania",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"LTU","Lithuania",2012,"MCV2","Measles-containing vaccine, 2nd dose",93
"LUX","Luxembourg",2012,"MCV2","Measles-containing vaccine, 2nd dose",86
"LUX","Luxembourg",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"MDG","Madagascar",2012,"MCV1","Measles-containing vaccine, 1st dose",62
"MDG","Madagascar",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MWI","Malawi",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MWI","Malawi",2012,"MCV1","Measles-containing vaccine, 1st dose",90
"MYS","Malaysia",2012,"MCV1","Measles-containing vaccine, 1st dose",95
"MYS","Malaysia",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"MDV","Maldives",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"MDV","Maldives",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"MLI","Mali",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MLI","Mali",2012,"MCV1","Measles-containing vaccine, 1st dose",67
"MLT","Malta",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"MLT","Malta",2012,"MCV2","Measles-containing vaccine, 2nd dose",91
"MHL","Marshall Islands",2012,"MCV2","Measles-containing vaccine, 2nd dose",58
"MHL","Marshall Islands",2012,"MCV1","Measles-containing vaccine, 1st dose",78
"MRT","Mauritania",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MRT","Mauritania",2012,"MCV1","Measles-containing vaccine, 1st dose",75
"MUS","Mauritius",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"MUS","Mauritius",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"MEX","Mexico",2012,"MCV2","Measles-containing vaccine, 2nd dose",92
"MEX","Mexico",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"FSM","Micronesia (Federated States of)",2012,"MCV2","Measles-containing vaccine, 2nd dose",70
"FSM","Micronesia (Federated States of)",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"MCO","Monaco",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"MCO","Monaco",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MNG","Mongolia",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"MNG","Mongolia",2012,"MCV2","Measles-containing vaccine, 2nd dose",98
"MNE","Montenegro",2012,"MCV1","Measles-containing vaccine, 1st dose",90
"MNE","Montenegro",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"MAR","Morocco",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"MAR","Morocco",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MOZ","Mozambique",2012,"MCV1","Measles-containing vaccine, 1st dose",85
"MOZ","Mozambique",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MMR","Myanmar",2012,"MCV1","Measles-containing vaccine, 1st dose",84
"MMR","Myanmar",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NAM","Namibia",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NAM","Namibia",2012,"MCV1","Measles-containing vaccine, 1st dose",76
"NRU","Nauru",2012,"MCV2","Measles-containing vaccine, 2nd dose",81
"NRU","Nauru",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"NPL","Nepal",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NPL","Nepal",2012,"MCV1","Measles-containing vaccine, 1st dose",86
"NLD","Netherlands (Kingdom of the)",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"NLD","Netherlands (Kingdom of the)",2012,"MCV2","Measles-containing vaccine, 2nd dose",93
"NZL","New Zealand",2012,"MCV1","Measles-containing vaccine, 1st dose",92
"NZL","New Zealand",2012,"MCV2","Measles-containing vaccine, 2nd dose",85
"NIC","Nicaragua",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NIC","Nicaragua",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"NER","Niger",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NER","Niger",2012,"MCV1","Measles-containing vaccine, 1st dose",75
"NGA","Nigeria",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NGA","Nigeria",2012,"MCV1","Measles-containing vaccine, 1st dose",42
"NIU","Niue",2012,"MCV2","Measles-containing vaccine, 2nd dose",98
"NIU","Niue",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"MKD","North Macedonia",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"MKD","North Macedonia",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"NOR","Norway",2012,"MCV2","Measles-containing vaccine, 2nd dose",91
"NOR","Norway",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"PSE","occupied Palestinian territory, including east Jerusalem",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"PSE","occupied Palestinian territory, including east Jerusalem",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"OMN","Oman",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"OMN","Oman",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"PAK","Pakistan",2012,"MCV2","Measles-containing vaccine, 2nd dose",42
"PAK","Pakistan",2012,"MCV1","Measles-containing vaccine, 1st dose",63
"PLW","Palau",2012,"MCV2","Measles-containing vaccine, 2nd dose",86
"PLW","Palau",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"PAN","Panama",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"PAN","Panama",2012,"MCV2","Measles-containing vaccine, 2nd dose",72
"PNG","Papua New Guinea",2012,"MCV1","Measles-containing vaccine, 1st dose",71
"PNG","Papua New Guinea",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"PRY","Paraguay",2012,"MCV2","Measles-containing vaccine, 2nd dose",75
"PRY","Paraguay",2012,"MCV1","Measles-containing vaccine, 1st dose",88
"PER","Peru",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"PER","Peru",2012,"MCV2","Measles-containing vaccine, 2nd dose",63
"PHL","Philippines",2012,"MCV1","Measles-containing vaccine, 1st dose",84
"PHL","Philippines",2012,"MCV2","Measles-containing vaccine, 2nd dose",42
"POL","Poland",2012,"MCV2","Measles-containing vaccine, 2nd dose",95
"POL","Poland",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"PRT","Portugal",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"PRT","Portugal",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"QAT","Qatar",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"QAT","Qatar",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"KOR","Republic of Korea",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"KOR","Republic of Korea",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"MDA","Republic of Moldova",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"MDA","Republic of Moldova",2012,"MCV2","Measles-containing vaccine, 2nd dose",95
"ROU","Romania",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"ROU","Romania",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"RUS","Russian Federation",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"RUS","Russian Federation",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"RWA","Rwanda",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"RWA","Rwanda",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KNA","Saint Kitts and Nevis",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"KNA","Saint Kitts and Nevis",2012,"MCV1","Measles-containing vaccine, 1st dose",95
"LCA","Saint Lucia",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"LCA","Saint Lucia",2012,"MCV2","Measles-containing vaccine, 2nd dose",80
"VCT","Saint Vincent and the Grenadines",2012,"MCV2","Measles-containing vaccine, 2nd dose",92
"VCT","Saint Vincent and the Grenadines",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"WSM","Samoa",2012,"MCV1","Measles-containing vaccine, 1st dose",76
"WSM","Samoa",2012,"MCV2","Measles-containing vaccine, 2nd dose",52
"SMR","San Marino",2012,"MCV2","Measles-containing vaccine, 2nd dose",89
"SMR","San Marino",2012,"MCV1","Measles-containing vaccine, 1st dose",84
"STP","Sao Tome and Principe",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"STP","Sao Tome and Principe",2012,"MCV1","Measles-containing vaccine, 1st dose",92
"SAU","Saudi Arabia",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"SAU","Saudi Arabia",2012,"MCV2","Measles-containing vaccine, 2nd dose",98
"SEN","Senegal",2012,"MCV1","Measles-containing vaccine, 1st dose",83
"SEN","Senegal",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SRB","Serbia",2012,"MCV1","Measles-containing vaccine, 1st dose",87
"SRB","Serbia",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"SYC","Seychelles",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"SYC","Seychelles",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"SLE","Sierra Leone",2012,"MCV1","Measles-containing vaccine, 1st dose",86
"SLE","Sierra Leone",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SGP","Singapore",2012,"MCV1","Measles-containing vaccine, 1st dose",95
"SGP","Singapore",2012,"MCV2","Measles-containing vaccine, 2nd dose",95
"SVK","Slovakia",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"SVK","Slovakia",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"SVN","Slovenia",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"SVN","Slovenia",2012,"MCV1","Measles-containing vaccine, 1st dose",95
"SLB","Solomon Islands",2012,"MCV1","Measles-containing vaccine, 1st dose",87
"SLB","Solomon Islands",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SOM","Somalia",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SOM","Somalia",2012,"MCV1","Measles-containing vaccine, 1st dose",46
"ZAF","South Africa",2012,"MCV1","Measles-containing vaccine, 1st dose",79
"ZAF","South Africa",2012,"MCV2","Measles-containing vaccine, 2nd dose",53
"SSD","South Sudan",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SSD","South Sudan",2012,"MCV1","Measles-containing vaccine, 1st dose",59
"ESP","Spain",2012,"MCV2","Measles-containing vaccine, 2nd dose",90
"ESP","Spain",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"LKA","Sri Lanka",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"LKA","Sri Lanka",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"SDN","Sudan",2012,"MCV1","Measles-containing vaccine, 1st dose",85
"SDN","Sudan",2012,"MCV2","Measles-containing vaccine, 2nd dose",24
"SUR","Suriname",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SUR","Suriname",2012,"MCV1","Measles-containing vaccine, 1st dose",64
"SWE","Sweden",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"SWE","Sweden",2012,"MCV2","Measles-containing vaccine, 2nd dose",95
"CHE","Switzerland",2012,"MCV2","Measles-containing vaccine, 2nd dose",86
"CHE","Switzerland",2012,"MCV1","Measles-containing vaccine, 1st dose",93
"SYR","Syrian Arab Republic",2012,"MCV2","Measles-containing vaccine, 2nd dose",53
"SYR","Syrian Arab Republic",2012,"MCV1","Measles-containing vaccine, 1st dose",61
"TJK","Tajikistan",2012,"MCV2","Measles-containing vaccine, 2nd dose",97
"TJK","Tajikistan",2012,"MCV1","Measles-containing vaccine, 1st dose",94
"THA","Thailand",2012,"MCV2","Measles-containing vaccine, 2nd dose",91
"THA","Thailand",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"TLS","Timor-Leste",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TLS","Timor-Leste",2012,"MCV1","Measles-containing vaccine, 1st dose",73
"TGO","Togo",2012,"MCV1","Measles-containing vaccine, 1st dose",72
"TGO","Togo",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TON","Tonga",2012,"MCV1","Measles-containing vaccine, 1st dose",95
"TON","Tonga",2012,"MCV2","Measles-containing vaccine, 2nd dose",95
"TTO","Trinidad and Tobago",2012,"MCV2","Measles-containing vaccine, 2nd dose",85
"TTO","Trinidad and Tobago",2012,"MCV1","Measles-containing vaccine, 1st dose",85
"TUN","Tunisia",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"TUN","Tunisia",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"TUR","Türkiye",2012,"MCV2","Measles-containing vaccine, 2nd dose",85
"TUR","Türkiye",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"TKM","Turkmenistan",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"TKM","Turkmenistan",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"TUV","Tuvalu",2012,"MCV2","Measles-containing vaccine, 2nd dose",93
"TUV","Tuvalu",2012,"MCV1","Measles-containing vaccine, 1st dose",98
"UGA","Uganda",2012,"MCV1","Measles-containing vaccine, 1st dose",80
"UGA","Uganda",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"UKR","Ukraine",2012,"MCV2","Measles-containing vaccine, 2nd dose",54
"UKR","Ukraine",2012,"MCV1","Measles-containing vaccine, 1st dose",79
"ARE","United Arab Emirates",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"ARE","United Arab Emirates",2012,"MCV2","Measles-containing vaccine, 2nd dose",96
"GBR","United Kingdom of Great Britain and Northern Ireland",2012,"MCV2","Measles-containing vaccine, 2nd dose",87
"GBR","United Kingdom of Great Britain and Northern Ireland",2012,"MCV1","Measles-containing vaccine, 1st dose",92
"TZA","United Republic of Tanzania",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TZA","United Republic of Tanzania",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"USA","United States of America",2012,"MCV1","Measles-containing vaccine, 1st dose",91
"USA","United States of America",2012,"MCV2","Measles-containing vaccine, 2nd dose",91
"URY","Uruguay",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"URY","Uruguay",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"UZB","Uzbekistan",2012,"MCV1","Measles-containing vaccine, 1st dose",99
"UZB","Uzbekistan",2012,"MCV2","Measles-containing vaccine, 2nd dose",99
"VUT","Vanuatu",2012,"MCV1","Measles-containing vaccine, 1st dose",79
"VUT","Vanuatu",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"VEN","Venezuela (Bolivarian Republic of)",2012,"MCV2","Measles-containing vaccine, 2nd dose",33
"VEN","Venezuela (Bolivarian Republic of)",2012,"MCV1","Measles-containing vaccine, 1st dose",87
"VNM","Viet Nam",2012,"MCV2","Measles-containing vaccine, 2nd dose",83
"VNM","Viet Nam",2012,"MCV1","Measles-containing vaccine, 1st dose",96
"YEM","Yemen",2012,"MCV2","Measles-containing vaccine, 2nd dose",40
"YEM","Yemen",2012,"MCV1","Measles-containing vaccine, 1st dose",63
"ZMB","Zambia",2012,"MCV1","Measles-containing vaccine, 1st dose",82
"ZMB","Zambia",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ZWE","Zimbabwe",2012,"MCV1","Measles-containing vaccine, 1st dose",97
"ZWE","Zimbabwe",2012,"MCV2","Measles-containing vaccine, 2nd dose",NA
"AFG","Afghanistan",2011,"MCV1","Measles-containing vaccine, 1st dose",64
"AFG","Afghanistan",2011,"MCV2","Measles-containing vaccine, 2nd dose",31
"ALB","Albania",2011,"MCV2","Measles-containing vaccine, 2nd dose",99
"ALB","Albania",2011,"MCV1","Measles-containing vaccine, 1st dose",99
"DZA","Algeria",2011,"MCV2","Measles-containing vaccine, 2nd dose",96
"DZA","Algeria",2011,"MCV1","Measles-containing vaccine, 1st dose",95
